"Name","Country","code","link","run_against","total_out","others_avg","BattingAverage","Inns","Not_out"
"pat pocock","england",18557,"https://stats.espncricinfo.com/ci/engine/player/18557.html?class=1;template=results;type=allround;view=match",23377,652,35.85429448,6.24,37,4
"dick pollard","england",18561,"https://stats.espncricinfo.com/ci/engine/player/18561.html?class=1;template=results;type=allround;view=match",5022,141,35.61702128,13,3,2
"cyril poole","england",18569,"https://stats.espncricinfo.com/ci/engine/player/18569.html?class=1;template=results;type=allround;view=match",3680,117,31.45299145,40.25,5,1
"george pope","england",18572,"https://stats.espncricinfo.com/ci/engine/player/18572.html?class=1;template=results;type=allround;view=match",2810,76,36.97368421,0,1,1
"ollie pope","england",887207,"https://stats.espncricinfo.com/ci/engine/player/887207.html?class=1;template=results;type=allround;view=match",45762,1341,34.12527964,34.02,97,5
"matthew potts","england",1027781,"https://stats.espncricinfo.com/ci/engine/player/1027781.html?class=1;template=results;type=allround;view=match",10793,308,35.04220779,8.6,13,3
"dick pougher","england",18585,"https://stats.espncricinfo.com/ci/engine/player/18585.html?class=1;template=results;type=allround;view=match",1974,73,27.04109589,17,1,0
"john price","england",18616,"https://stats.espncricinfo.com/ci/engine/player/18616.html?class=1;template=results;type=allround;view=match",14825,382,38.80890052,7.33,15,6
"fred price","england",18619,"https://stats.espncricinfo.com/ci/engine/player/18619.html?class=1;template=results;type=allround;view=match",2331,78,29.88461538,3,2,0
"roger prideaux","england",18625,"https://stats.espncricinfo.com/ci/engine/player/18625.html?class=1;template=results;type=allround;view=match",3957,122,32.43442623,20.4,6,1
"derek pringle","england",18627,"https://stats.espncricinfo.com/ci/engine/player/18627.html?class=1;template=results;type=allround;view=match",24984,747,33.44578313,15.1,50,4
"matt prior","england",18675,"https://stats.espncricinfo.com/ci/engine/player/18675.html?class=1;template=results;type=allround;view=match",70935,1924,36.86850312,40.18,123,21
"geoff pullar","england",18640,"https://stats.espncricinfo.com/ci/engine/player/18640.html?class=1;template=results;type=allround;view=match",24441,648,37.71759259,43.86,49,4
"willie quaife","england",19299,"https://stats.espncricinfo.com/ci/engine/player/19299.html?class=1;template=results;type=allround;view=match",6022,216,27.87962963,19,13,1
"neal radford","england",19314,"https://stats.espncricinfo.com/ci/engine/player/19314.html?class=1;template=results;type=allround;view=match",4276,122,35.04918033,7,4,1
"clive radley","england",19316,"https://stats.espncricinfo.com/ci/engine/player/19316.html?class=1;template=results;type=allround;view=match",6244,213,29.31455399,48.1,10,0
"mark ramprakash","england",19323,"https://stats.espncricinfo.com/ci/engine/player/19323.html?class=1;template=results;type=allround;view=match",39222,1191,32.93198992,27.32,92,6
"derek randall","england",19327,"https://stats.espncricinfo.com/ci/engine/player/19327.html?class=1;template=results;type=allround;view=match",33944,1100,30.85818182,33.37,79,5
"ks ranjitsinhji","england",19331,"https://stats.espncricinfo.com/ci/engine/player/19331.html?class=1;template=results;type=allround;view=match",11744,395,29.73164557,44.95,26,4
"boyd rankin","england",24599,"https://stats.espncricinfo.com/ci/engine/player/24599.html?class=1;template=results;type=allround;view=match",3503,134,26.14179104,6.5,2,0
"adil rashid","england",244497,"https://stats.espncricinfo.com/ci/engine/player/244497.html?class=1;template=results;type=allround;view=match",18738,548,34.19343066,19.28,33,5
"chris read","england",19346,"https://stats.espncricinfo.com/ci/engine/player/19346.html?class=1;template=results;type=allround;view=match",12779,413,30.94188862,18.94,23,4
"hopper read","england",19349,"https://stats.espncricinfo.com/ci/engine/player/19349.html?class=1;template=results;type=allround;view=match",2702,72,37.52777778,0,0,0
"maurice read","england",19350,"https://stats.espncricinfo.com/ci/engine/player/19350.html?class=1;template=results;type=allround;view=match",9468,456,20.76315789,17.07,29,2
"walter read","england",19352,"https://stats.espncricinfo.com/ci/engine/player/19352.html?class=1;template=results;type=allround;view=match",9610,450,21.35555556,27.69,27,1
"dermot reeve","england",19364,"https://stats.espncricinfo.com/ci/engine/player/19364.html?class=1;template=results;type=allround;view=match",4067,123,33.06504065,24.8,5,0
"albert relf","england",19365,"https://stats.espncricinfo.com/ci/engine/player/19365.html?class=1;template=results;type=allround;view=match",10096,365,27.66027397,23.11,21,3
"harold rhodes","england",19372,"https://stats.espncricinfo.com/ci/engine/player/19372.html?class=1;template=results;type=allround;view=match",3549,101,35.13861386,0,1,1
"steve rhodes","england",19374,"https://stats.espncricinfo.com/ci/engine/player/19374.html?class=1;template=results;type=allround;view=match",11312,326,34.6993865,24.5,17,5
"wilfred rhodes","england",19376,"https://stats.espncricinfo.com/ci/engine/player/19376.html?class=1;template=results;type=allround;view=match",42491,1417,29.98659139,30.19,98,21
"jack richards","england",19394,"https://stats.espncricinfo.com/ci/engine/player/19394.html?class=1;template=results;type=allround;view=match",8100,245,33.06122449,21.92,13,0
"dick richardson","england",19384,"https://stats.espncricinfo.com/ci/engine/player/19384.html?class=1;template=results;type=allround;view=match",2972,76,39.10526316,33,1,0
"peter richardson","england",19386,"https://stats.espncricinfo.com/ci/engine/player/19386.html?class=1;template=results;type=allround;view=match",23173,788,29.40736041,37.47,56,1
"tom richardson","england",19389,"https://stats.espncricinfo.com/ci/engine/player/19389.html?class=1;template=results;type=allround;view=match",12377,406,30.48522167,11.06,24,8
"tich richmond","england",19402,"https://stats.espncricinfo.com/ci/engine/player/19402.html?class=1;template=results;type=allround;view=match",2111,77,27.41558442,3,2,0
"fred ridgway","england",19405,"https://stats.espncricinfo.com/ci/engine/player/19405.html?class=1;template=results;type=allround;view=match",5641,166,33.98192771,8.16,6,0
"jack robertson","england",19423,"https://stats.espncricinfo.com/ci/engine/player/19423.html?class=1;template=results;type=allround;view=match",10254,293,34.99658703,46.36,21,2
"walter robins","england",19450,"https://stats.espncricinfo.com/ci/engine/player/19450.html?class=1;template=results;type=allround;view=match",17212,505,34.08316832,26.6,27,4
"ollie robinson","england",527776,"https://stats.espncricinfo.com/ci/engine/player/527776.html?class=1;template=results;type=allround;view=match",18374,570,32.23508772,14.64,33,5
"tim robinson","england",19445,"https://stats.espncricinfo.com/ci/engine/player/19445.html?class=1;template=results;type=allround;view=match",22054,636,34.67610063,36.38,49,5
"sam robson","england",272485,"https://stats.espncricinfo.com/ci/engine/player/272485.html?class=1;template=results;type=allround;view=match",7496,207,36.21256039,30.54,11,0
"toby roland jones","england",370535,"https://stats.espncricinfo.com/ci/engine/player/370535.html?class=1;template=results;type=allround;view=match",4551,155,29.36129032,20.5,6,2
"graham roope","england",19469,"https://stats.espncricinfo.com/ci/engine/player/19469.html?class=1;template=results;type=allround;view=match",16908,486,34.79012346,30.71,32,4
"fred root","england",19471,"https://stats.espncricinfo.com/ci/engine/player/19471.html?class=1;template=results;type=allround;view=match",3254,84,38.73809524,0,0,0
"joe root","england",303669,"https://stats.espncricinfo.com/ci/engine/player/303669.html?class=1;template=results;type=allround;view=match",118277,3599,32.86385107,50.87,278,23
"brian rose","england",19478,"https://stats.espncricinfo.com/ci/engine/player/19478.html?class=1;template=results;type=allround;view=match",6774,232,29.19827586,25.57,16,2
"jason roy","england",298438,"https://stats.espncricinfo.com/ci/engine/player/298438.html?class=1;template=results;type=allround;view=match",5285,177,29.85875706,18.7,10,0
"the revd vernon royle","england",19492,"https://stats.espncricinfo.com/ci/engine/player/19492.html?class=1;template=results;type=allround;view=match",2033,75,27.10666667,10.5,2,0
"fred rumsey","england",19494,"https://stats.espncricinfo.com/ci/engine/player/19494.html?class=1;template=results;type=allround;view=match",6303,169,37.29585799,15,5,3
"jack russell","england",19497,"https://stats.espncricinfo.com/ci/engine/player/19497.html?class=1;template=results;type=allround;view=match",9102,274,33.2189781,56.87,18,2
"jack russell","england",19500,"https://stats.espncricinfo.com/ci/engine/player/19500.html?class=1;template=results;type=allround;view=match",46347,1295,35.78918919,27.1,86,16
"eric russell","england",19503,"https://stats.espncricinfo.com/ci/engine/player/19503.html?class=1;template=results;type=allround;view=match",9535,274,34.79927007,21.29,18,1
"martin saggers","england",20040,"https://stats.espncricinfo.com/ci/engine/player/20040.html?class=1;template=results;type=allround;view=match",4395,131,33.54961832,0.33,3,0
"ian salisbury","england",20051,"https://stats.espncricinfo.com/ci/engine/player/20051.html?class=1;template=results;type=allround;view=match",14408,407,35.4004914,16.72,25,3
"andy sandham","england",20058,"https://stats.espncricinfo.com/ci/engine/player/20058.html?class=1;template=results;type=allround;view=match",12511,356,35.14325843,38.21,23,0
"chris schofield","england",20073,"https://stats.espncricinfo.com/ci/engine/player/20073.html?class=1;template=results;type=allround;view=match",2857,97,29.45360825,22.33,3,0
"sandford schultz","england",20074,"https://stats.espncricinfo.com/ci/engine/player/20074.html?class=1;template=results;type=allround;view=match",2054,77,26.67532468,20,2,1
"william scotton","england",20076,"https://stats.espncricinfo.com/ci/engine/player/20076.html?class=1;template=results;type=allround;view=match",9641,393,24.53180662,22.17,25,2
"john selby","england",20102,"https://stats.espncricinfo.com/ci/engine/player/20102.html?class=1;template=results;type=allround;view=match",5245,198,26.48989899,23.27,12,1
"mike selvey","england",20105,"https://stats.espncricinfo.com/ci/engine/player/20105.html?class=1;template=results;type=allround;view=match",4521,130,34.77692308,7.5,5,3
"derek shackleton","england",20115,"https://stats.espncricinfo.com/ci/engine/player/20115.html?class=1;template=results;type=allround;view=match",7427,230,32.29130435,18.83,13,7
"owais shah","england",20123,"https://stats.espncricinfo.com/ci/engine/player/20123.html?class=1;template=results;type=allround;view=match",7246,165,43.91515152,26.9,10,0
"ajmal shahzad","england",21431,"https://stats.espncricinfo.com/ci/engine/player/21431.html?class=1;template=results;type=allround;view=match",2327,74,31.44594595,5,1,0
"jack sharp","england",20130,"https://stats.espncricinfo.com/ci/engine/player/20130.html?class=1;template=results;type=allround;view=match",3557,124,28.68548387,47,6,2
"john sharpe","england",20124,"https://stats.espncricinfo.com/ci/engine/player/20124.html?class=1;template=results;type=allround;view=match",3539,135,26.21481481,22,6,4
"phil sharpe","england",20126,"https://stats.espncricinfo.com/ci/engine/player/20126.html?class=1;template=results;type=allround;view=match",9651,337,28.6379822,46.23,21,4
"alfred shaw","england",20137,"https://stats.espncricinfo.com/ci/engine/player/20137.html?class=1;template=results;type=allround;view=match",6187,227,27.25550661,10.09,12,1
"david sheppard","england",20159,"https://stats.espncricinfo.com/ci/engine/player/20159.html?class=1;template=results;type=allround;view=match",16271,507,32.09270217,37.8,33,2
"mordecai sherwin","england",20167,"https://stats.espncricinfo.com/ci/engine/player/20167.html?class=1;template=results;type=allround;view=match",2533,134,18.90298507,15,6,4
"shoaib bashir","england",1334872,"https://stats.espncricinfo.com/ci/engine/player/1334872.html?class=1;template=results;type=allround;view=match",14737,433,34.03464203,6.9,23,12
"arthur shrewsbury","england",20179,"https://stats.espncricinfo.com/ci/engine/player/20179.html?class=1;template=results;type=allround;view=match",12830,564,22.74822695,35.47,40,4
"john shuter","england",20181,"https://stats.espncricinfo.com/ci/engine/player/20181.html?class=1;template=results;type=allround;view=match",2033,73,27.84931507,28,1,0
"ken shuttleworth","england",20182,"https://stats.espncricinfo.com/ci/engine/player/20182.html?class=1;template=results;type=allround;view=match",6085,172,35.37790698,7.66,6,0
"dom sibley","england",519082,"https://stats.espncricinfo.com/ci/engine/player/519082.html?class=1;template=results;type=allround;view=match",17679,548,32.26094891,28.94,39,3
"arnie sidebottom","england",20185,"https://stats.espncricinfo.com/ci/engine/player/20185.html?class=1;template=results;type=allround;view=match",2770,72,38.47222222,2,1,0
"ryan sidebottom","england",20187,"https://stats.espncricinfo.com/ci/engine/player/20187.html?class=1;template=results;type=allround;view=match",20050,544,36.85661765,15.65,31,11
"chris silverwood","england",20193,"https://stats.espncricinfo.com/ci/engine/player/20193.html?class=1;template=results;type=allround;view=match",6431,183,35.1420765,7.25,7,3
"reg simpson","england",20198,"https://stats.espncricinfo.com/ci/engine/player/20198.html?class=1;template=results;type=allround;view=match",18982,654,29.02446483,33.35,45,3
"george simpson hayward","england",20197,"https://stats.espncricinfo.com/ci/engine/player/20197.html?class=1;template=results;type=allround;view=match",5340,186,28.70967742,15,8,1
"jim sims","england",20200,"https://stats.espncricinfo.com/ci/engine/player/20200.html?class=1;template=results;type=allround;view=match",5191,150,34.60666667,4,4,0
"reg sinfield","england",20201,"https://stats.espncricinfo.com/ci/engine/player/20201.html?class=1;template=results;type=allround;view=match",3092,72,42.94444444,6,1,0
"wilf slack","england",20206,"https://stats.espncricinfo.com/ci/engine/player/20206.html?class=1;template=results;type=allround;view=match",3764,125,30.112,13.5,6,0
"frank smailes","england",20213,"https://stats.espncricinfo.com/ci/engine/player/20213.html?class=1;template=results;type=allround;view=match",2421,75,32.28,25,1,0
"gladstone small","england",20217,"https://stats.espncricinfo.com/ci/engine/player/20217.html?class=1;template=results;type=allround;view=match",14684,455,32.27252747,15.47,24,7
"alan smith","england",20222,"https://stats.espncricinfo.com/ci/engine/player/20222.html?class=1;template=results;type=allround;view=match",7046,200,35.23,29.5,7,3
"mike smith","england",20224,"https://stats.espncricinfo.com/ci/engine/player/20224.html?class=1;template=results;type=allround;view=match",2465,74,33.31081081,4,2,1
"aubrey smith","england",20230,"https://stats.espncricinfo.com/ci/engine/player/20230.html?class=1;template=results;type=allround;view=match",2031,78,26.03846154,3,1,0
"jim smith","england",20231,"https://stats.espncricinfo.com/ci/engine/player/20231.html?class=1;template=results;type=allround;view=match",4700,169,27.81065089,10.2,10,0
"chris smith","england",20233,"https://stats.espncricinfo.com/ci/engine/player/20233.html?class=1;template=results;type=allround;view=match",7683,232,33.11637931,30.15,14,1
"denis smith","england",20238,"https://stats.espncricinfo.com/ci/engine/player/20238.html?class=1;template=results;type=allround;view=match",3372,100,33.72,32,4,0
"david smith","england",20235,"https://stats.espncricinfo.com/ci/engine/player/20235.html?class=1;template=results;type=allround;view=match",2680,97,27.62886598,20,4,0
"david smith","england",20236,"https://stats.espncricinfo.com/ci/engine/player/20236.html?class=1;template=results;type=allround;view=match",6192,158,39.18987342,9.5,5,1
"don smith","england",20237,"https://stats.espncricinfo.com/ci/engine/player/20237.html?class=1;template=results;type=allround;view=match",4067,116,35.06034483,8.33,4,1
"tiger smith","england",20240,"https://stats.espncricinfo.com/ci/engine/player/20240.html?class=1;template=results;type=allround;view=match",8083,297,27.21548822,8.69,14,1
"ed smith","england",20242,"https://stats.espncricinfo.com/ci/engine/player/20242.html?class=1;template=results;type=allround;view=match",4473,130,34.40769231,17.4,5,0
"harry smith","england",20251,"https://stats.espncricinfo.com/ci/engine/player/20251.html?class=1;template=results;type=allround;view=match",2234,74,30.18918919,7,1,0
"jamie smith","england",1096092,"https://stats.espncricinfo.com/ci/engine/player/1096092.html?class=1;template=results;type=allround;view=match",9345,280,33.375,42.46,15,0
"mike smith","england",20255,"https://stats.espncricinfo.com/ci/engine/player/20255.html?class=1;template=results;type=allround;view=match",41533,1127,36.8527063,31.63,78,6
"robin smith","england",20263,"https://stats.espncricinfo.com/ci/engine/player/20263.html?class=1;template=results;type=allround;view=match",49105,1388,35.37824207,43.67,112,15
"peter smith","england",20270,"https://stats.espncricinfo.com/ci/engine/player/20270.html?class=1;template=results;type=allround;view=match",4447,124,35.86290323,6.6,5,0
"gerald smithson","england",20221,"https://stats.espncricinfo.com/ci/engine/player/20221.html?class=1;template=results;type=allround;view=match",3507,104,33.72115385,23.33,3,0
"john snow","england",20282,"https://stats.espncricinfo.com/ci/engine/player/20282.html?class=1;template=results;type=allround;view=match",42482,1240,34.25967742,13.54,71,14
"james southerton","england",20292,"https://stats.espncricinfo.com/ci/engine/player/20292.html?class=1;template=results;type=allround;view=match",2774,108,25.68518519,3.5,3,1
"reggie spooner","england",20316,"https://stats.espncricinfo.com/ci/engine/player/20316.html?class=1;template=results;type=allround;view=match",6703,256,26.18359375,32.06,15,0
"dick spooner","england",20317,"https://stats.espncricinfo.com/ci/engine/player/20317.html?class=1;template=results;type=allround;view=match",7568,216,35.03703704,27.23,14,1
"rony stanyforth","england",20338,"https://stats.espncricinfo.com/ci/engine/player/20338.html?class=1;template=results;type=allround;view=match",4926,158,31.17721519,2.6,6,1
"sam staples","england",20339,"https://stats.espncricinfo.com/ci/engine/player/20339.html?class=1;template=results;type=allround;view=match",4225,131,32.2519084,13,5,0
"brian statham","england",20341,"https://stats.espncricinfo.com/ci/engine/player/20341.html?class=1;template=results;type=allround;view=match",53857,1726,31.20336037,11.44,87,28
"allan steel","england",20350,"https://stats.espncricinfo.com/ci/engine/player/20350.html?class=1;template=results;type=allround;view=match",7716,341,22.62756598,35.29,20,3
"david steele","england",20345,"https://stats.espncricinfo.com/ci/engine/player/20345.html?class=1;template=results;type=allround;view=match",8762,243,36.05761317,42.06,16,0
"john stephenson","england",20359,"https://stats.espncricinfo.com/ci/engine/player/20359.html?class=1;template=results;type=allround;view=match",2577,75,34.36,18,2,0
"greville stevens","england",20369,"https://stats.espncricinfo.com/ci/engine/player/20369.html?class=1;template=results;type=allround;view=match",9560,287,33.31010453,15.47,17,0
"graham stevenson","england",20363,"https://stats.espncricinfo.com/ci/engine/player/20363.html?class=1;template=results;type=allround;view=match",3042,95,32.02105263,28,2,1
"alec stewart","england",20372,"https://stats.espncricinfo.com/ci/engine/player/20372.html?class=1;template=results;type=allround;view=match",104537,3042,34.36456279,39.54,235,21
"micky stewart","england",20376,"https://stats.espncricinfo.com/ci/engine/player/20376.html?class=1;template=results;type=allround;view=match",7632,246,31.02439024,35,12,1
"andrew stoddart","england",20381,"https://stats.espncricinfo.com/ci/engine/player/20381.html?class=1;template=results;type=allround;view=match",12254,424,28.9009434,35.57,30,2
"ben stokes","england",311158,"https://stats.espncricinfo.com/ci/engine/player/311158.html?class=1;template=results;type=allround;view=match",89332,2676,33.38266069,35.55,198,9
"olly stone","england",457279,"https://stats.espncricinfo.com/ci/engine/player/457279.html?class=1;template=results;type=allround;view=match",5185,185,28.02702703,11.33,10,1
"mark stoneman","england",229954,"https://stats.espncricinfo.com/ci/engine/player/229954.html?class=1;template=results;type=allround;view=match",10477,288,36.37847222,27.68,20,1
"bill storer","england",20385,"https://stats.espncricinfo.com/ci/engine/player/20385.html?class=1;template=results;type=allround;view=match",6655,200,33.275,19.54,11,0
"andrew strauss","england",20387,"https://stats.espncricinfo.com/ci/engine/player/20387.html?class=1;template=results;type=allround;view=match",83543,2270,36.8030837,40.91,178,6
"george street","england",20389,"https://stats.espncricinfo.com/ci/engine/player/20389.html?class=1;template=results;type=allround;view=match",2419,72,33.59722222,11,2,1
"bert strudwick","england",20393,"https://stats.espncricinfo.com/ci/engine/player/20393.html?class=1;template=results;type=allround;view=match",23660,707,33.46534653,7.93,42,13
"charles studd","england",20398,"https://stats.espncricinfo.com/ci/engine/player/20398.html?class=1;template=results;type=allround;view=match",4056,171,23.71929825,20,9,1
"george studd","england",20399,"https://stats.espncricinfo.com/ci/engine/player/20399.html?class=1;template=results;type=allround;view=match",3922,152,25.80263158,4.42,7,0
"raman subba row","england",20406,"https://stats.espncricinfo.com/ci/engine/player/20406.html?class=1;template=results;type=allround;view=match",10082,337,29.91691395,46.85,22,1
"peter such","england",20404,"https://stats.espncricinfo.com/ci/engine/player/20404.html?class=1;template=results;type=allround;view=match",11637,311,37.41800643,6.09,16,5
"frank sugg","england",20407,"https://stats.espncricinfo.com/ci/engine/player/20407.html?class=1;template=results;type=allround;view=match",2205,93,23.70967742,27.5,2,0
"herbert sutcliffe","england",20413,"https://stats.espncricinfo.com/ci/engine/player/20413.html?class=1;template=results;type=allround;view=match",39511,1158,34.12003454,60.73,84,9
"graeme swann","england",20431,"https://stats.espncricinfo.com/ci/engine/player/20431.html?class=1;template=results;type=allround;view=match",54790,1487,36.84599866,22.09,76,14
"roy swetman","england",20436,"https://stats.espncricinfo.com/ci/engine/player/20436.html?class=1;template=results;type=allround;view=match",9855,297,33.18181818,16.93,17,2
"fred tate","england",21457,"https://stats.espncricinfo.com/ci/engine/player/21457.html?class=1;template=results;type=allround;view=match",2411,81,29.7654321,9,2,1
"maurice tate","england",21462,"https://stats.espncricinfo.com/ci/engine/player/21462.html?class=1;template=results;type=allround;view=match",33371,889,37.53768279,25.48,52,5
"roy tattersall","england",21464,"https://stats.espncricinfo.com/ci/engine/player/21464.html?class=1;template=results;type=allround;view=match",13322,429,31.05361305,5,17,7
"chris tavar","england",21466,"https://stats.espncricinfo.com/ci/engine/player/21466.html?class=1;template=results;type=allround;view=match",26669,788,33.84390863,32.5,56,2
"paul taylor","england",21484,"https://stats.espncricinfo.com/ci/engine/player/21484.html?class=1;template=results;type=allround;view=match",3472,103,33.70873786,17,4,2
"ken taylor","england",21485,"https://stats.espncricinfo.com/ci/engine/player/21485.html?class=1;template=results;type=allround;view=match",3692,122,30.26229508,11.4,5,0
"les taylor","england",21486,"https://stats.espncricinfo.com/ci/engine/player/21486.html?class=1;template=results;type=allround;view=match",3259,92,35.42391304,0,1,1
"bob taylor","england",21494,"https://stats.espncricinfo.com/ci/engine/player/21494.html?class=1;template=results;type=allround;view=match",43119,1383,31.17787419,16.28,83,12
"james taylor","england",297635,"https://stats.espncricinfo.com/ci/engine/player/297635.html?class=1;template=results;type=allround;view=match",7869,219,35.93150685,26,13,1
"lord tennyson","england",21499,"https://stats.espncricinfo.com/ci/engine/player/21499.html?class=1;template=results;type=allround;view=match",7904,252,31.36507937,31.36,12,1
"paul terry","england",21502,"https://stats.espncricinfo.com/ci/engine/player/21502.html?class=1;template=results;type=allround;view=match",3173,94,33.75531915,5.33,3,0
"greg thomas","england",21512,"https://stats.espncricinfo.com/ci/engine/player/21512.html?class=1;template=results;type=allround;view=match",4759,174,27.35057471,13.83,10,4
"george thompson","england",21528,"https://stats.espncricinfo.com/ci/engine/player/21528.html?class=1;template=results;type=allround;view=match",5431,202,26.88613861,30.33,10,1
"ian thomson","england",21533,"https://stats.espncricinfo.com/ci/engine/player/21533.html?class=1;template=results;type=allround;view=match",6796,162,41.95061728,23,4,1
"graham thorpe","england",21537,"https://stats.espncricinfo.com/ci/engine/player/21537.html?class=1;template=results;type=allround;view=match",76643,2269,33.77831644,44.66,179,28
"fred titmus","england",21548,"https://stats.espncricinfo.com/ci/engine/player/21548.html?class=1;template=results;type=allround;view=match",46292,1266,36.56556082,22.29,76,11
"roger tolchard","england",21550,"https://stats.espncricinfo.com/ci/engine/player/21550.html?class=1;template=results;type=allround;view=match",4133,152,27.19078947,25.8,7,2
"josh tongue","england",857975,"https://stats.espncricinfo.com/ci/engine/player/857975.html?class=1;template=results;type=allround;view=match",3650,105,34.76190476,10,2,0
"charlie townsend","england",21564,"https://stats.espncricinfo.com/ci/engine/player/21564.html?class=1;template=results;type=allround;view=match",3399,91,37.35164835,17,3,0
"david townsend","england",21565,"https://stats.espncricinfo.com/ci/engine/player/21565.html?class=1;template=results;type=allround;view=match",3659,117,31.27350427,12.83,6,0
"leslie townsend","england",21568,"https://stats.espncricinfo.com/ci/engine/player/21568.html?class=1;template=results;type=allround;view=match",4815,156,30.86538462,16.16,6,0
"james tredwell","england",21646,"https://stats.espncricinfo.com/ci/engine/player/21646.html?class=1;template=results;type=allround;view=match",3982,104,38.28846154,22.5,2,0
"chris tremlett","england",21650,"https://stats.espncricinfo.com/ci/engine/player/21650.html?class=1;template=results;type=allround;view=match",12192,336,36.28571429,10.27,15,4
"maurice tremlett","england",21579,"https://stats.espncricinfo.com/ci/engine/player/21579.html?class=1;template=results;type=allround;view=match",4091,128,31.9609375,6.66,5,2
"marcus trescothick","england",21585,"https://stats.espncricinfo.com/ci/engine/player/21585.html?class=1;template=results;type=allround;view=match",62165,1747,35.58385804,43.79,143,10
"albert trott","england",21593,"https://stats.espncricinfo.com/ci/engine/player/21593.html?class=1;template=results;type=allround;view=match",4748,174,27.28735632,5.75,4,0
"jonathan trott","england",47623,"https://stats.espncricinfo.com/ci/engine/player/47623.html?class=1;template=results;type=allround;view=match",42532,1228,34.63517915,44.08,93,6
"fred trueman","england",21600,"https://stats.espncricinfo.com/ci/engine/player/21600.html?class=1;template=results;type=allround;view=match",51240,1619,31.64916615,13.81,85,14
"alex tudor","england",21607,"https://stats.espncricinfo.com/ci/engine/player/21607.html?class=1;template=results;type=allround;view=match",9534,282,33.80851064,19.08,16,4
"neville tufnell","england",21609,"https://stats.espncricinfo.com/ci/engine/player/21609.html?class=1;template=results;type=allround;view=match",2387,77,31,14,1,0
"phil tufnell","england",21611,"https://stats.espncricinfo.com/ci/engine/player/21611.html?class=1;template=results;type=allround;view=match",36341,1032,35.21414729,5.1,59,29
"maurice turnbull","england",21614,"https://stats.espncricinfo.com/ci/engine/player/21614.html?class=1;template=results;type=allround;view=match",6776,255,26.57254902,20.36,13,2
"ernest tyldesley","england",21634,"https://stats.espncricinfo.com/ci/engine/player/21634.html?class=1;template=results;type=allround;view=match",10699,348,30.74425287,55,20,2
"johnny tyldesley","england",21636,"https://stats.espncricinfo.com/ci/engine/player/21636.html?class=1;template=results;type=allround;view=match",0,0,0,30.75,55,1
"dick tyldesley","england",21637,"https://stats.espncricinfo.com/ci/engine/player/21637.html?class=1;template=results;type=allround;view=match",0,0,0,7.83,7,1
"edmund tylecote","england",21639,"https://stats.espncricinfo.com/ci/engine/player/21639.html?class=1;template=results;type=allround;view=match",0,0,0,19,9,1
"ted tyler","england",21641,"https://stats.espncricinfo.com/ci/engine/player/21641.html?class=1;template=results;type=allround;view=match",2091,74,28.25675676,0,1,0
"frank tyson","england",21644,"https://stats.espncricinfo.com/ci/engine/player/21644.html?class=1;template=results;type=allround;view=match",11585,452,25.63053097,10.95,24,3
"shaun udal","england",22144,"https://stats.espncricinfo.com/ci/engine/player/22144.html?class=1;template=results;type=allround;view=match",5415,155,34.93548387,18.16,7,1
"george ulyett","england",22146,"https://stats.espncricinfo.com/ci/engine/player/22146.html?class=1;template=results;type=allround;view=match",12974,609,21.30377668,24.33,39,0
"derek underwood","england",22149,"https://stats.espncricinfo.com/ci/engine/player/22149.html?class=1;template=results;type=allround;view=match",68537,2051,33.41638225,11.56,116,35
"bryan valentine","england",22173,"https://stats.espncricinfo.com/ci/engine/player/22173.html?class=1;template=results;type=allround;view=match",7829,206,38.00485437,64.85,9,2
"michael vaughan","england",22182,"https://stats.espncricinfo.com/ci/engine/player/22182.html?class=1;template=results;type=allround;view=match",66638,1882,35.40807651,41.44,147,9
"hedley verity","england",22185,"https://stats.espncricinfo.com/ci/engine/player/22185.html?class=1;template=results;type=allround;view=match",36196,965,37.50880829,20.9,44,12
"george vernon","england",22186,"https://stats.espncricinfo.com/ci/engine/player/22186.html?class=1;template=results;type=allround;view=match",2269,79,28.72151899,14,2,1
"james vince","england",296597,"https://stats.espncricinfo.com/ci/engine/player/296597.html?class=1;template=results;type=allround;view=match",12856,341,37.70087977,24.9,22,0
"joseph vine","england",22189,"https://stats.espncricinfo.com/ci/engine/player/22189.html?class=1;template=results;type=allround;view=match",3313,101,32.8019802,46,3,2
"bill voce","england",22192,"https://stats.espncricinfo.com/ci/engine/player/22192.html?class=1;template=results;type=allround;view=match",25384,713,35.60168303,13.39,38,15
"abe waddington","england",22251,"https://stats.espncricinfo.com/ci/engine/player/22251.html?class=1;template=results;type=allround;view=match",3970,105,37.80952381,4,4,0
"ted wainwright","england",22258,"https://stats.espncricinfo.com/ci/engine/player/22258.html?class=1;template=results;type=allround;view=match",5627,168,33.49404762,14.66,9,0
"peter walker","england",22276,"https://stats.espncricinfo.com/ci/engine/player/22276.html?class=1;template=results;type=allround;view=match",3385,125,27.08,32,4,0
"cyril walters","england",22283,"https://stats.espncricinfo.com/ci/engine/player/22283.html?class=1;template=results;type=allround;view=match",9595,296,32.41554054,52.26,18,3
"albert ward","england",22290,"https://stats.espncricinfo.com/ci/engine/player/22290.html?class=1;template=results;type=allround;view=match",6634,213,31.14553991,37.46,13,0
